date,min,pt2,pt5,pt10,quartile,median,mean,max
2022-01-06,108.95431600455754,150.53598368150216,154.85275247713707,159.5308631366104,167.44281040397073,179.21864916276877,196.44099753904095,529.2501530126362
2022-01-07,109.81566384873148,149.4836414142696,156.16123973694792,161.07895688823726,169.14229755798686,180.98821657482918,196.4117081506635,517.1373939293962
2022-01-10,136.19702409937887,151.4762078009918,157.41374874998755,161.1295858585202,168.55772702502924,179.95614800804782,196.32249103845228,517.3652180576631
2022-01-11,136.55064405953576,151.4803074408285,156.30096684689835,160.32489533434273,167.75315613857728,179.90247143760854,194.82716140661128,524.1760978137511
2022-01-12,137.7762002884245,151.64387008185292,156.65856445804067,160.47463728426246,168.22028100493344,180.05726955232774,195.81196642060692,508.4429228166631
2022-01-13,138.81937577364465,152.32149095893195,156.54542510228237,159.62501084898085,167.8150898626263,180.0051805574366,195.2812265218537,507.3456294772923
2022-01-14,135.90029998517917,150.1939418245197,154.2812814489341,157.9589520891452,166.09166217703904,177.81079324050017,193.35842760410483,497.8188303714379
2022-01-17,136.5876193343166,150.55716226666274,154.85502828068317,158.30571045907755,166.89870397052636,178.82194253332392,194.4027326931755,495.4930723860591
2022-01-18,130.66503825221582,151.37353051801534,156.263148121075,159.5322335077688,168.4416132947413,179.8847631707447,195.45429270849795,519.9943421289347
2022-01-19,131.95151329529241,151.56199723254096,157.5276861929137,160.46910816593723,169.45937364203473,179.5657752537947,195.26837245877516,510.55276590576375
2022-01-20,134.4275432925507,151.34157067313956,157.6192533620635,160.10731931363281,168.39193707884837,180.9846079896044,195.14588194729177,505.0550868740211
2022-01-21,134.09744915595476,151.60570999802556,157.5860623929867,161.45530334367862,168.80197439264384,181.6515115834003,195.46774469729266,503.74738341621253
2022-01-24,135.9502559609393,150.52871619324452,157.51397623242448,161.88871733509237,169.75564823353346,182.92087727785838,197.71281866733406,511.18546697908704
2022-01-25,134.04248707199503,149.46394670932335,157.76185081328134,162.14430063194519,169.2085411251146,182.62481388453065,197.99126227596312,568.1328454397936
2022-01-26,132.29484498614957,149.67322055493884,158.49193987446728,163.34561211306763,170.57959811480174,184.83860520037894,200.54832802810859,694.464235738596
2022-01-27,130.4819210870258,150.10918986258207,158.12605928037428,163.52668127555606,171.81273396662664,184.6695186698337,199.67484049174962,689.0738154203037
2022-01-28,129.73356364622677,150.19308761505894,159.11547430663254,162.92692160106617,171.48031939452713,184.88407034074797,199.1284543555472,636.8324299906324
2022-02-08,132.253698739556,149.2484342354062,158.98642827553982,162.65956448898552,170.34084877306927,183.72639697887502,197.61508684076853,603.0592516604751
2022-02-09,134.359139560456,150.976930166557,159.53122138489056,164.03191249023325,172.1192007489153,185.5868343311338,199.49483037920535,596.8143676291565
2022-02-10,136.62946828049485,151.3964494949121,159.47024746187122,164.42900360531308,172.1847134194046,186.46413816039876,200.34805815286614,592.6162807395144
2022-02-11,136.29496698824414,151.05998329804606,159.1425677139881,163.42490415415068,171.0906513823063,186.14622235619188,200.43097906096415,661.318288510354
2022-02-14,124.79633241568825,149.50653093415488,157.47184582684832,162.09014129669583,169.95638154899524,183.39705083146197,197.6019678463809,639.5681215979325
2022-02-15,120.23484948186528,144.39707631381557,149.99436864180305,153.8247263527973,160.0929641231366,171.48218509266826,186.83579329309066,585.9524382538173
2022-02-17,121.67915782667569,144.51271181501326,148.80188047174522,153.92279127259695,159.80803981922833,171.7709499308322,186.45178356928582,576.9091908807897
2022-02-18,118.53726215491491,144.35826113573722,149.79918622759277,153.63701028464394,160.79652811467298,170.97267631419504,186.96211552532642,580.6290475164315
2022-02-22,112.48798106958104,144.75210450890737,152.37905425589403,155.41035893036403,162.12655297626418,172.38614874707383,189.4726290478163,747.2118229912863
2022-02-23,114.50358022271715,145.6609913646564,153.03429618558397,156.75039645494584,163.38389911524962,173.49138638481224,191.042217786179,678.1614071759509
2022-02-24,114.2030188838289,145.7767556356001,152.4223296003754,157.46748229827074,164.05544274831195,175.2919772986539,192.21013623803552,805.9093465238799
2022-02-25,114.45654606986592,146.84035140024508,153.76347170328722,158.04205161785814,165.25597100053506,175.9011028705545,193.77066255132408,860.6827976370744
2022-02-28,114.94053580160673,147.87556183061304,154.16345701811636,159.14205194454996,166.4679857964648,177.4980263311075,195.87051418837663,837.2529908444975
2022-03-01,131.30672345361623,151.93273927580645,156.2143670511952,160.08356893353854,166.36105452259898,179.22608886973586,196.64520604003692,846.5140960213614
2022-03-02,131.23470898742966,151.4563389528512,155.18386071846055,158.73932938776477,165.75589973157975,177.0042728605142,195.26609242174766,840.8041582275005
2022-03-03,135.61434004799526,149.94843109210683,153.1348177753588,157.5164774786168,162.9994270037428,174.4606441219031,192.6078465572123,834.675063404762
2022-03-04,135.53546225208595,149.92863392023162,152.1152297547501,156.7080448727605,162.15262718001642,173.39560538787993,191.5312423314804,838.2565045151159
2022-03-07,131.84718690778027,144.07467821576896,147.3023390404745,150.78884285524143,155.74897529138272,167.88976905341718,185.99904014263117,831.7221418257343
2022-03-08,130.53922756113326,141.8224426543819,144.86726428487597,147.68304858916716,154.1778033125114,164.6189600853682,182.33235098175294,817.2551116161617
2022-03-09,130.0040460072943,140.13823734573927,143.2183775592239,146.25609187012793,152.4415560070509,163.6942560461718,181.71041577694052,774.5167805041506
2022-03-10,132.86992220851846,143.73429066308404,147.43355729961968,151.32568595337676,156.63117769253964,167.49873351356263,185.0907700141405,739.904
2022-03-11,133.0297468873554,142.3579433050763,146.62521058110264,150.28288684113718,156.21536065961646,167.05938726961665,184.32208120987698,730.9717177304965
2022-03-14,132.25690890344683,143.21936158522163,147.84937674171496,151.64175491423995,157.83318042974923,169.24656451529586,185.43954735333435,700.0901122544029
2022-03-15,130.8664101042945,144.28491652837468,148.33352055490022,152.61288010625736,158.89808094360816,168.96336799364744,187.05812557815204,766.167289090909
2022-03-16,129.43859477871408,143.45651491965586,148.09030851479696,151.96305890680412,158.68695082289594,168.205219027027,187.24163252418222,770.3387904209885
2022-03-17,132.8341280777988,146.47820532143388,152.0728493090533,155.4660525840542,161.75012305162596,172.7849013604871,190.62535605567993,768.6204871609833
2022-03-18,131.7150451390688,146.0890576339454,152.19889337384262,155.70533821695508,161.79318817223006,172.9460395164076,190.1983177022044,775.3830725731382
2022-03-21,134.0632460876783,147.58728164820974,152.80816504246138,156.76840286292713,162.3940278286342,173.20334361010637,190.72172880426618,775.4795514813641
2022-03-23,132.52058023371265,145.45510205411816,151.6408939249408,155.0663351408012,160.95636744926884,170.668161416646,188.60612488625895,764.7145379721062
